"MP name","Nature of membership","Start of term","End of term","State","Constituency","Political party","Gender","Educational qualifications","Educational qualifications - details","Age","Debates","Private Member Bills","Questions","Attendance","Notes","National Debates average","National Private Member Bills average","National Questions average","National Attendance average","State's Debates average","State's Private Member Bills  average","State's Questions average","State's Attendance average","Latitude","Longitude","LongitudeNS"
"Jagdish Sharma","Elected",18/05/2009,"In office","Bihar","Jahanabad","Janata Dal (United)","Male","Graduate","B.Vsc. & A.H., L.L.B.; Educated at Magadh University and Rajendra Agricultural University Pussa (Bihar) ",61,22,0,368,83%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,20.182192,86.4004594290151,-086.400459
"Jagdish Singh Rana","Elected",18/05/2009,"In office","Uttar Pradesh","Saharanpur","Bahujan Samaj Party","Male","Graduate","B.A.; Educated at J.V. Jain College, Saharanpur, Uttar Pradesh",58,10,0,93,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,29.984319,77.5346303278014,-077.534630
"Jagdish Thakor","Elected",18/05/2009,"In office","Gujarat","Patan","Indian National Congress","Male","Matric","Educated at N.S. Vidyalaya, Naroda, Gujarat",55,17,0,218,64%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,22.562778,85.6162191546017,-085.616219
"Jai Prakash Agarwal","Elected",18/05/2009,"In office","Delhi","North East Delhi","Indian National Congress","Male","Graduate","B.A.; Educated at Hansraj College, Delhi",67,67,17,656,98%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.5,4.3,226,96%,28.721014,77.2799834189310,-077.279983
"Jainarain Prasad Nishad","Elected",18/05/2009,"In office","Bihar","Muzaffarpur","Janata Dal (United)","Male","Inter/ Higher Secondary","Educated at Madhya Pradesh Education Board, Bhopal (Madhya Pradesh) ",81,5,0,60,82%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.5,235,87%,26.147362,85.3155861832278,-085.315586
"Jaipal Sudini Reddy","Elected",18/05/2009,"In office","Andhra Pradesh","Chelvella","Indian National Congress","Male","Post Graduate","M.A. (English), B.J.; Educated at Osmania University, Hyderabad, Andhra Pradesh",70,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",24.103819,84.8984247014541,-084.898425
"Janardhana Swamy","Elected",18/05/2009,"In office","Karnataka","Chitradurga","Bharatiya Janata Party","Male","Post Graduate","M.E. (Electrical Communication Engineering); Educated at Indian Institute of Science (IISc), Bangalore, Karnataka",44,4,0,5,62%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,14.4,0.2,243,70%,14.304910,76.7712583029079,-076.771258
"Jaswant Singh","Elected",18/05/2009,"In office","West Bengal","Darjeeling","Bharatiya Janata Party","Male","Graduate","B.A., B.Sc.; Educated at Mayo College, Ajmer, Joint Services Wing, Clement Town, Dehradun. N.D.A. Khadakvasla and Indian Military Academy, Dehradun",74,14,0,0,75%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,26.082975,86.0451621644123,-086.045162
"Jayant Chaudhary","Elected",18/05/2009,"In office","Uttar Pradesh","Mathura","Rashtriya Lok Dal","Male","Post Graduate","M.Sc., Accounts and Finance; Educated at Landon School of Economics and Political Science",33,34,2,126,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.598990,77.6227243656068,-077.622724
"Jayaram Pangi","Elected",18/05/2009,"In office","Orissa","Koraput","Biju Janata Dal","Male","Inter/ Higher Secondary","Educated at Govt. TRW High School, Sunabeda - 1, Orissa; Hal, Sunabeda",57,4,0,182,71%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,18.738295,82.7516103400711,-082.751610
"Jayshreeben Kanubhai Patel","Elected",18/05/2009,"In office","Gujarat","Mehesana","Bharatiya Janata Party","Female","Matric",,53,99,1,336,88%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,30.1,1,276,80%,28.999234,77.7972649890065,-077.797265
"Jeetendra Singh Bundela","Elected",18/05/2009,"In office","Madhya Pradesh","Khajuraho","Bharatiya Janata Party","Male","Post Graduate","M.A., LL.B; Maharaja Mahavidyalya Chhattarpur, Madhya Pradesh and Motilal Vidhi Mahavidyalaya Chattarpur, Madhya Pradesh",53,44,0,221,90%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,25.491471,86.5705190024402,-086.570519
"Jhansi Botcha Lakshmi","Elected",18/05/2009,"In office","Andhra Pradesh","Vizianagaram","Indian National Congress","Female","Doctorate","M.A. (Philosophy), Ph.D.",48,120,0,305,91%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,18.496149,83.4118935581119,-083.411894
"Jitender Singh Malik","Elected",18/05/2009,"In office","Haryana","Sonipat","Indian National Congress","Male","Graduate","B.A., LL.B.",42,8,0,50,63%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,8.7,0.1,149,69%,29.051343,76.8539127401336,-076.853913
"Jitendra Singh","Elected",18/05/2009,"In office","Rajasthan","Alwar","Indian National Congress","Male","Graduate","B.Com; Educated at Delhi University & Wynberg Allan, Mussoorie",41,1,0,0,69%,"This MP was appointed a minister in July, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 25th March, 2011. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",15.8,0.4,119,77%,16.8,0.5,103,88%,27.638719,76.6734339971837,-076.673434
"Jitin Prasada","Elected",18/05/2009,"In office","Uttar Pradesh","Dhaurahra","Indian National Congress","Male","Post Graduate","M.B.A.; Educated at Sri Ram College of Commerce, Delhi and IMI, Delhi",38,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",26.654110,77.7489517585888,-077.748952
"Jose K. Mani","Elected",18/05/2009,"In office","Kerala","Kottayam","Kerala Congress (M)","Male","Post Graduate","B.Com., M.B.A. (Marketing); Educated at Loyola College, Chennai and P.S.G. College of Technology, Coimbatore",47,52,0,398,83%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,09.628861,76.6765882351687,-076.676588
"Joseph Toppo","Elected",18/05/2009,"In office","Assam","Tezpur","Asom Gana Parishad","Male","Inter/ Higher Secondary","H.S.L.C., Diploma in Automobile Engineering; Educated at Don Bosco Technical School Maligaon, Guwahati",58,15,0,115,73%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,16.2,0.5,59,81%,30.466121,78.5003437477282,-078.500344
"Jyoti Dhurve","Elected",18/05/2009,"In office","Madhya Pradesh","Betul","Bharatiya Janata Party","Female","Post Graduate","M.A. (Political Science), Educated at Durga Mahavidhyala Raipur, Chattisgarh",46,48,0,243,85%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,21.879639,77.7792483618889,-077.779248
"Jyoti Mirdha","Elected",18/05/2009,"In office","Rajasthan","Nagaur","Indian National Congress","Female","Graduate","M.B.B.S.; Educated at SMS Medical College, Jaipur (Rajasthan) ",40,26,0,58,93%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,37.1,0.8,207,88%,27.057439,74.2414958744663,-074.241496
"Jyotiraditya Madhavrao Scindia","Elected",18/05/2009,"In office","Madhya Pradesh","Guna","Indian National Congress","Male","Post Graduate","M.A., M.B.A.; Educated at Doon School, Dehradun, Harvard University (U.S.A.) and Stanford University, California (USA) ",41,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",24.499800,77.5406806088227,-077.540681
"K. C. Venugopal","Elected",18/05/2009,"In office","Kerala","Alappuzha","Indian National Congress","Male","Post Graduate","M.Sc. (Mathematics); Educated at Calicut University",49,39,0,235,84%,"This MP was appointed a minister in January, 2011.  Ministers represent the government, so we do not report their participation.  Participation and attendance details for this MP are thus available only till 13th December, 2010. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",12.4,0.3,103,77%,23.4,0.2,153,84%,09.487385,76.4871512080153,-076.487151
"K. D. Deshmukh","Elected",18/05/2009,"In office","Madhya Pradesh","Balaghat","Bharatiya Janata Party","Male","Graduate","B.Sc., LL.B.; Educated at Govt. J.S.T. College, Balaghat",63,54,0,147,68%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,21.858788,80.2797232089921,-080.279723
"K. Jayaprakash Hegde","Elected",27/03/2012,"In office","Karnataka","Udupi Chikmagalur","Indian National Congress","Male","Graduate","Law",52,4,0,12,97%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",5.8,0.2,41,77%,3.5,0,49,70%,13.484280,74.8911112298870,-074.891111
"K. Jayasurya Prakash Reddy","Elected",18/05/2009,"In office","Andhra Pradesh","Kurnool","Indian National Congress","Male","Graduate","B.A.; Educated at Nizam College, Hyderabad, Andhra Pradesh",60,0,0,496,55%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,15.2,0.4,257,70%,15.533263,77.9536652696221,-077.953665
"K. Murugesan Anandan","Elected",18/05/2009,"In office","Tamil Nadu","Viluppuram","All India Anna Dravida Munnetra Kazhagam","Male","Under Graduate","P.U.C.; Attended B.Sc course for three years; Educated at Govt. Arts College, Cuddalore, Tamil Nadu in the year 1971-74",60,16,1,147,88%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,11.975858,79.3158807635216,-079.315881
"K. P. Dhanapalan","Elected",18/05/2009,"In office","Kerala","Chalakudy","Indian National Congress","Male","Graduate","B.Sc. (Chemistry); Educated at U.C. College, Aluva",62,47,0,312,100%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,50.6,1.1,299,84%,28.636914,77.2230689181114,-077.223069
"K. Sugumar","Elected",18/05/2009,"In office","Tamil Nadu","Pollachi","All India Anna Dravida Munnetra Kazhagam","Male","Graduate","B.Com.; Educated at P.S.G. College of Arts & Science, Coimbatore",51,33,0,398,83%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.2,0.2,261,73%,30.020628,80.4209225020786,-080.420923
"K.C. Singh Baba","Elected",18/05/2009,"In office","Uttarakhand","Nainital-Udhamsingh Nagar","Indian National Congress","Male","Inter/ Higher Secondary","Senior Cambridge; Educated at St. Joseph`s College, Nainital, Uttarakhand",65,15,6,208,65%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,38.5,4.6,78,82%,29.295460,79.4033026294989,-079.403303
"K.H. Muniyappa","Elected",18/05/2009,"In office","Karnataka","Kolar","Indian National Congress","Male","Graduate","B.A., LL.B.; Educated at Bangalore University (Karnataka) ",64,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",13.360701,77.9754685275292,-077.975469
"K.V. Thomas","Elected",18/05/2009,"In office","Kerala","Ernakulam","Indian National Congress","Male","Post Graduate","M.Sc. (Chemistry); Educated at Scared Heart College, Cochin, Kerala",66,"N/A","N/A","N/A","N/A","This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",10.045154,76.5043777779996,-076.504378
"Kabindra Purkayastha","Elected",18/05/2009,"In office","Assam","Silchar","Bharatiya Janata Party","Male","Post Graduate","M.A., B.T.; Educated at Gauhati University, Gauhati (Assam) ",80,25,1,110,89%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,16.2,0.5,59,81%,27.662050,75.3892536690303,-075.389254
"Kabir Suman","Elected",18/05/2009,"In office","West Bengal","Jadavpur","All India Trinamool Congress","Male","Graduate","B.A. (Hons.) English Literature; Educated at Jadav University, Kolkata",62,3,0,0,34%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,23.232922,79.9678082263125,-079.967808
"Kadir Rana","Elected",18/05/2009,"In office","Uttar Pradesh","Muzaffarnagar","Bahujan Samaj Party","Male","Under Matric",,50,0,0,77,53%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,29.444810,77.6167048496276,-077.616705
"Kailash Joshi","Elected",18/05/2009,"In office","Madhya Pradesh","Bhopal","Bharatiya Janata Party","Male","Matric",,83,4,0,73,84%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.5,0.1,174,83%,23.492625,77.4101521109739,-077.410152
"Kaisar Jahan","Elected",18/05/2009,"In office","Uttar Pradesh","Sitapur","Bahujan Samaj Party","Female","Under Matric","Privately Educated",38,5,0,26,58%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.502628,80.8612504227662,-080.861250
"Kakoli Ghosh Dastidar","Elected",18/05/2009,"In office","West Bengal","Barasat","All India Trinamool Congress","Female","Post Graduate","M.B.B.S., Post Graduate Training in Obstetric Ultrasound; Educated at Auxilium Convent, Loreto House, R. G. Kar Medical College, King's College, London",52,22,0,8,68%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,24.964229,76.8877073061347,-076.887707
"Kalikesh Narayan Singh Deo","Elected",18/05/2009,"In office","Orissa","Bolangir","Biju Janata Dal","Male","Graduate","B.A. (Hons.) Economics; Educated at St. Stepen`s College, Delhi University",38,15,0,245,69%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,27.4,0.6,279,76%,23.694941,86.0248174921595,-086.024817
"Kalyan Banerjee","Elected",18/05/2009,"In office","West Bengal","Serampore","All India Trinamool Congress","Male","Graduate","B.Com., LL.B; Educated at Bankura Samilani College, Bankura",55,30,0,0,73%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,34.8,0.8,135,72%,22.272076,79.7453282630437,-079.745328
"Kalyan Singh","Elected",18/05/2009,"In office","Uttar Pradesh","Etah","Independent","Male","Graduate","B.A., L.T.; Educated at D.S. Degree College, Alligarh, Uttar Pradesh",80,1,0,0,45%," (Questions, Debates and PMB data corresponds to the period 04 Jun 2009 to 6 Sep 2012, Attendance data till 28 Aug 2012)",28.4,0.6,214,77%,33.3,0.4,178,80%,27.676818,78.7276019917698,-078.727602
